uvrstitev,startna_st,name,state,velocity_1,distance_1,SLO_1,GER_1,AUT_1,POL_1,JPN_1,NOR_1,FIN_1,CAN_1,KAZ_1,ITA_1,FRA_1,RUS_1,CZE_1,SUI_1,ROU_1,USA_1,KOR_1,SWE_1,gate_1,tocke_1,mesto_1,velocity_2,distance_2,SLO_2,GER_2,AUT_2,POL_2,JPN_2,NOR_2,FIN_2,CAN_2,KAZ_2,ITA_2,FRA_2,RUS_2,CZE_2,SUI_2,ROU_2,USA_2,KOR_2,SWE_2,gate_2,tocke_2,mesto_2,tocke,hill_size,k_point 
17.,60,ASIKAINEN Lauri,FIN,91.7,130.0,,17.5,,,,,18.0,,,,,,18.0,18.0,,,,,12,125.7,17.,92.2,128.5,,18.0,,,,,18.5,,,,,,18.0,18.0,,,,,12,126.4,12.,252.1,137,125
18.,58,KOFLER Andreas,AUT,92.7,140.0,,16.5,,,,,17.0,,,,,,17.0,17.0,,,,,13,132.9,12.,92.8,125.0,,18.0,,,,,18.0,,,,,,18.0,18.0,,,,,12,119.1,23.,252.0,137,125
19.,43,FORFANG Johann Andre,NOR,92.6,127.0,,17.0,,,,,17.5,,,,,,17.5,17.5,,,,,13,122.4,23.,92.3,128.0,,18.0,,,,,18.0,,,,,,17.5,18.0,,,,,12,122.9,19.,245.3,137,125
19.,29,MAKSIMOCHKIN Mikhail,RUS,92.1,128.0,,17.0,,,,,18.0,,,,,,18.0,17.0,,,,,13,124.2,21.,91.8,129.5,,18.0,,,,,18.0,,,,,,16.5,17.5,,,,,12,121.1,20.,245.3,137,125
21.,62,VELTA Rune,NOR,91.8,126.5,,18.0,,,,,18.0,,,,,,18.0,17.5,,,,,12,124.6,19.,92.2,127.0,,18.0,,,,,17.5,,,,,,17.5,18.0,,,,,12,120.6,21.,245.2,137,125
22.,41,LEYHE Stephan,GER,92.7,124.5,,17.5,,,,,18.0,,,,,,17.5,17.5,,,,,13,119.9,27.,92.5,129.0,,18.5,,,,,18.5,,,,,,17.5,18.5,,,,,12,124.1,15.,244.0,137,125
23.,47,DEZMAN Nejc,SLO,93.1,124.0,,17.5,,,,,17.0,,,,,,17.5,17.0,,,,,13,119.0,29.,93.0,129.5,,18.0,,,,,18.0,,,,,,18.0,18.0,,,,,12,124.0,16.,243.0,137,125
24.,64,KRAUS Marinus,GER,92.4,124.5,,17.5,,,,,18.0,,,,,,17.5,17.5,,,,,12,122.1,24.,92.3,128.0,,18.0,,,,,18.5,,,,,,17.5,18.0,,,,,12,120.2,22.,242.3,137,125
25.,50,DESCOMBES SEVOIE Vincent,FRA,92.4,127.5,,17.5,,,,,17.0,,,,,,17.5,17.5,,,,,13,122.8,22.,92.2,127.0,,17.0,,,,,17.0,,,,,,17.5,17.5,,,,,12,118.6,25.,241.4,137,125
26.,45,SJOEEN Phillip,NOR,92.8,124.0,,17.5,,,,,18.0,,,,,,18.0,17.0,,,,,13,121.0,25.,92.7,128.5,,18.0,,,,,18.0,,,,,,17.5,17.5,,,,,12,118.9,24.,239.9,137,125
27.,18,HLAVA Lukas,CZE,92.9,127.0,,17.0,,,,,17.5,,,,,,17.5,17.0,,,,,13,120.7,26.,92.4,126.5,,17.5,,,,,17.5,,,,,,17.0,17.5,,,,,12,114.0,27.,234.7,137,125
28.,56,BOYARINTSEV Vladislav,RUS,92.5,133.0,,18.0,,,,,17.0,,,,,,18.5,18.0,,,,,13,124.6,19.,92.2,125.5,,15.5,,,,,16.0,,,,,,16.5,15.5,,,,,12,109.9,29.,234.5,137,125
29.,42,LANISEK Anze,SLO,92.9,126.0,,17.5,,,,,18.5,,,,,,17.5,17.0,,,,,13,119.9,27.,92.5,122.5,,18.0,,,,,18.0,,,,,,17.5,17.5,,,,,12,109.6,30.,229.5,137,125
30.,22,LAMY CHAPPUIS Ronan,FRA,93.3,125.0,,17.0,,,,,17.0,,,,,,17.5,16.5,,,,,13,116.6,30.,92.9,123.5,,18.0,,,,,17.5,,,,,,17.5,17.5,,,,,12,111.2,28.,227.8,137,125
1.,40,KRAFT Stefan,AUT,92.3,136.5,,17.5,18.5,,,,,,,,,,18.0,18.0,,18.5,,,15,149.6,1.,95.8,129.0,,18.5,18.5,,,,,,,,,,19.0,19.0,,18.5,,,14,142.3,3.,291.9,137,120
2.,49,HAYBOECK Michael,AUT,92.8,137.5,,18.0,18.5,,,,,,,,,,18.0,18.0,,18.5,,,15,140.4,4.,92.5,132.5,,17.5,18.0,,,,,,,,,,17.5,18.0,,17.0,,,14,144.6,2.,285.0,137,120
3.,1,PREVC Peter,SLO,91.8,139.5,,19.0,19.5,,,,,,,,,,19.0,19.5,,19.0,,,15,146.7,2.,91.4,125.5,,18.0,18.5,,,,,,,,,,18.5,18.0,,18.0,,,14,137.2,6.,283.9,137,120
4.,11,STOCH Kamil,POL,92.1,129.0,,17.0,18.5,,,,,,,,,,17.5,17.0,,18.0,,,15,127.9,12.,92.0,131.0,,18.5,18.5,,,,,,,,,,18.0,18.0,,18.5,,,14,147.0,1.,274.9,137,120
5.,28,KOFLER Andreas,AUT,91.9,135.5,,18.5,18.5,,,,,,,,,,18.0,18.0,,18.5,,,13,141.9,3.,92.2,126.0,,18.0,18.5,,,,,,,,,,18.5,17.5,,18.5,,,14,132.9,9.,274.8,137,120
6.,8,FANNEMEL Anders,NOR,92.1,128.5,,18.0,18.0,,,,,,,,,,17.5,18.0,,18.0,,,15,132.7,7.,91.7,131.0,,18.0,18.5,,,,,,,,,,18.0,17.5,,18.0,,,14,138.0,5.,270.7,137,120
7.,48,KOUDELKA Roman,CZE,92.0,131.0,,18.5,18.5,,,,,,,,,,18.0,19.0,,18.5,,,15,130.2,11.,91.7,127.0,,17.5,18.0,,,,,,,,,,18.5,17.5,,18.5,,,14,135.1,7.,265.3,137,120
8.,3,KASAI Noriaki,JPN,92.3,137.5,,17.5,16.0,,,,,,,,,,17.0,16.5,,17.5,,,15,137.2,5.,92.0,123.0,,18.0,18.0,,,,,,,,,,17.5,18.0,,17.5,,,14,127.1,14.,264.3,137,120
9.,9,DAMJAN Jernej,SLO,91.6,126.5,,18.0,17.5,,,,,,,,,,17.0,17.5,,17.5,,,15,123.8,18.,91.5,130.5,,17.5,18.0,,,,,,,,,,17.5,17.5,,17.5,,,14,138.7,4.,262.5,137,120
9.,15,ITO Daiki,JPN,92.5,128.0,,18.0,18.5,,,,,,,,,,18.5,18.0,,18.0,,,15,127.6,13.,92.2,128.0,,18.0,18.5,,,,,,,,,,18.0,18.5,,18.0,,,14,134.9,8.,262.5,137,120
11.,27,ASIKAINEN Lauri,FIN,91.1,131.0,,17.0,17.5,,,,,,,,,,17.5,16.0,,17.0,,,13,132.7,7.,91.5,125.0,,18.0,18.0,,,,,,,,,,17.5,18.0,,17.5,,,14,125.9,15.,258.6,137,120
12.,14,SJOEEN Phillip,NOR,92.9,128.5,,17.5,18.0,,,,,,,,,,17.5,17.5,,18.0,,,15,126.1,15.,92.4,127.0,,17.0,18.0,,,,,,,,,,17.5,15.5,,17.0,,,14,130.6,10.,256.7,137,120
13.,12,FREUND Severin,GER,92.1,126.0,,18.0,18.0,,,,,,,,,,17.5,17.5,,17.5,,,15,126.3,14.,91.7,124.5,,18.0,18.5,,,,,,,,,,18.0,17.5,,17.5,,,14,128.7,12.,255.0,137,120
14.,29,JACOBSEN Anders,NOR,91.2,126.5,,17.5,17.5,,,,,,,,,,17.5,17.0,,17.5,,,13,125.9,16.,92.0,124.5,,18.0,18.0,,,,,,,,,,17.5,17.5,,17.5,,,14,128.8,11.,254.7,137,120
15.,5,FREITAG Richard,GER,91.8,124.5,,18.0,18.0,,,,,,,,,,18.0,18.5,,17.5,,,15,123.2,19.,91.6,125.0,,18.0,18.5,,,,,,,,,,18.0,18.0,,18.0,,,14,128.2,13.,251.4,137,120
16.,7,VELTA Rune,NOR,91.8,125.5,,18.0,18.5,,,,,,,,,,18.0,18.5,,17.5,,,15,122.5,20.,91.6,121.0,,17.0,18.0,,,,,,,,,,18.0,17.5,,17.5,,,14,125.6,16.,248.1,137,120
17.,2,SCHLIERENZAUER Gregor,AUT,92.3,133.0,,18.5,18.5,,,,,,,,,,17.5,18.0,,18.5,,,15,132.9,6.,91.8,119.5,,17.5,17.5,,,,,,,,,,18.0,17.0,,17.5,,,14,114.6,26.,247.5,137,120
18.,24,KRAUS Marinus,GER,91.3,129.0,,18.0,18.0,,,,,,,,,,18.0,17.0,,18.0,,,13,130.7,9.,91.7,118.0,,17.5,17.5,,,,,,,,,,18.0,16.5,,17.0,,,14,116.2,25.,246.9,137,120
19.,18,LEYHE Stephan,GER,92.4,120.0,,17.0,17.0,,,,,,,,,,18.0,17.0,,17.0,,,14,116.4,22.,92.5,119.5,,17.0,17.5,,,,,,,,,,17.5,17.0,,17.0,,,14,125.4,17.,241.8,137,120
20.,4,TAKEUCHI Taku,JPN,92.0,128.0,,18.0,18.0,,,,,,,,,,17.5,18.0,,18.0,,,15,130.4,10.,91.7,116.5,,17.0,17.5,,,,,,,,,,17.0,17.0,,17.0,,,14,108.9,28.,239.3,137,120
21.,10,BARDAL Anders,NOR,92.3,122.0,,18.0,18.0,,,,,,,,,,18.0,17.5,,17.0,,,15,113.5,23.,92.1,124.0,,18.0,18.0,,,,,,,,,,18.5,17.5,,17.0,,,14,122.9,20.,236.4,137,120
22.,21,WENIG Daniel,GER,91.7,116.0,,17.0,17.5,,,,,,,,,,17.5,17.0,,17.0,,,13,112.1,24.,92.3,119.5,,17.5,17.5,,,,,,,,,,17.5,17.0,,17.0,,,14,124.0,19.,236.1,137,120
23.,39,VASSILIEV Dimitry,RUS,92.2,124.0,,17.0,17.0,,,,,,,,,,17.0,17.0,,17.0,,,15,125.1,17.,91.8,116.0,,17.0,17.0,,,,,,,,,,16.5,16.5,,17.0,,,14,110.9,27.,236.0,137,120
24.,25,KRANJEC Robert,SLO,90.9,120.0,,17.5,17.5,,,,,,,,,,17.5,17.5,,17.0,,,13,111.7,25.,91.6,119.5,,17.5,17.5,,,,,,,,,,17.5,17.0,,17.5,,,14,120.1,21.,231.8,137,120
25.,16,NEUMAYER Michael,GER,92.8,124.5,,17.5,17.0,,,,,,,,,,17.5,17.0,,17.0,,,15,111.4,26.,92.4,123.0,,17.0,17.5,,,,,,,,,,17.0,17.0,,17.0,,,14,118.8,22.,230.2,137,120
26.,45,ZYLA Piotr,POL,91.8,125.0,,17.5,17.5,,,,,,,,,,17.5,17.5,,17.5,,,15,121.6,21.,91.6,110.5,,16.5,17.0,,,,,,,,,,17.0,16.5,,17.0,,,14,105.6,29.,227.2,137,120
27.,17,DIETHART Thomas,AUT,92.1,107.5,,17.0,16.5,,,,,,,,,,16.5,17.0,,16.5,,,14,97.3,29.,92.2,123.0,,18.0,18.0,,,,,,,,,,17.5,18.0,,17.5,,,14,125.0,18.,222.3,137,120
28.,20,FORFANG Johann Andre,NOR,91.4,111.0,,17.0,17.0,,,,,,,,,,16.5,17.0,,16.5,,,13,103.8,27.,91.9,119.5,,17.5,17.5,,,,,,,,,,16.5,17.0,,17.0,,,14,116.5,24.,220.3,137,120
29.,19,DESCOMBES SEVOIE Vincent,FRA,91.6,112.0,,16.5,17.0,,,,,,,,,,16.0,16.0,,16.5,,,14,99.0,28.,91.5,119.5,,17.0,17.5,,,,,,,,,,17.0,17.0,,17.0,,,14,118.1,23.,217.1,137,120
30.,13,BOYARINTSEV Vladislav,RUS,92.0,103.0,,15.0,14.5,,,,,,,,,,16.0,14.0,,15.5,,,15,85.3,30.,91.5,106.0,,14.5,15.0,,,,,,,,,,16.5,14.0,,16.0,,,14,88.1,30.,173.4,137,120
1.,1,JACOBSEN Anders,NOR,91.1,135.5,,19.0,19.0,,,,,,,,,,19.0,19.0,,19.0,,,17,140.7,1.,91.4,136.5,,19.0,19.0,,,,,,,,,,19.5,19.0,,19.0,,,18,145.3,1.,286.0,140,125
2.,49,AMMANN Simon,SUI,91.3,138.0,,18.5,18.5,,,,,,,,,,18.0,19.0,,17.5,,,17,139.0,2.,91.8,133.0,,17.5,18.0,,,,,,,,,,18.5,18.5,,18.0,,,18,140.4,6.,279.4,140,125
3.,3,PREVC Peter,SLO,90.6,136.5,,18.5,18.5,,,,,,,,,,19.0,19.5,,19.0,,,17,136.2,3.,91.2,136.0,,19.0,18.5,,,,,,,,,,19.0,19.0,,19.0,,,18,140.7,3.,276.9,140,125
4.,50,SCHLIERENZAUER Gregor,AUT,91.2,132.5,,18.5,18.5,,,,,,,,,,18.5,18.5,,18.5,,,17,132.8,5.,91.5,139.5,,18.5,19.0,,,,,,,,,,18.5,19.0,,19.0,,,18,142.9,2.,275.7,140,125
5.,9,VELTA Rune,NOR,90.9,134.0,,18.5,18.5,,,,,,,,,,19.0,19.0,,18.5,,,17,132.2,7.,91.3,136.5,,19.0,19.0,,,,,,,,,,19.0,19.0,,19.0,,,18,140.5,4.,272.7,140,125
6.,4,KRAFT Stefan,AUT,91.0,132.0,,18.0,18.5,,,,,,,,,,18.5,19.0,,19.0,,,17,132.0,8.,91.3,135.0,,18.5,19.0,,,,,,,,,,19.0,19.0,,19.0,,,18,138.0,7.,270.0,140,125
7.,8,HAYBOECK Michael,AUT,91.5,134.0,,18.0,19.0,,,,,,,,,,18.5,19.0,,19.0,,,17,132.8,5.,92.1,138.0,,18.0,18.0,,,,,,,,,,17.5,17.5,,18.0,,,18,137.0,8.,269.8,140,125
8.,2,KASAI Noriaki,JPN,91.2,133.5,,19.0,19.0,,,,,,,,,,18.5,19.0,,19.0,,,17,134.6,4.,91.7,137.5,,17.5,18.5,,,,,,,,,,17.5,18.0,,18.0,,,18,135.1,10.,269.7,140,125
9.,5,FREITAG Richard,GER,91.0,127.0,,18.5,18.0,,,,,,,,,,18.0,18.5,,18.0,,,17,121.3,15.,91.7,134.5,,19.0,19.0,,,,,,,,,,18.5,19.0,,19.5,,,18,140.5,4.,261.8,140,125
10.,6,FREUND Severin,GER,90.9,127.5,,18.0,18.0,,,,,,,,,,18.0,18.0,,18.0,,,17,124.6,11.,91.3,135.5,,19.0,19.0,,,,,,,,,,18.5,19.0,,19.0,,,18,135.6,9.,260.2,140,125
11.,48,KOUDELKA Roman,CZE,91.0,132.5,,18.0,18.5,,,,,,,,,,18.5,19.0,,18.5,,,17,126.4,10.,91.2,133.0,,18.5,18.5,,,,,,,,,,19.0,18.5,,19.0,,,18,130.7,11.,257.1,140,125
12.,34,KOFLER Andreas,AUT,91.2,127.5,,18.0,18.5,,,,,,,,,,18.0,18.0,,18.0,,,17,123.3,13.,91.8,128.0,,18.0,18.0,,,,,,,,,,18.0,18.0,,18.0,,,18,126.1,13.,249.4,140,125
13.,26,KRAUS Marinus,GER,91.0,132.0,,18.0,18.0,,,,,,,,,,18.0,18.0,,18.5,,,17,128.6,9.,91.3,126.5,,18.0,18.0,,,,,,,,,,17.5,18.0,,18.0,,,18,119.5,23.,248.1,140,125
14.,29,FANNEMEL Anders,NOR,90.9,129.5,,17.5,18.0,,,,,,,,,,18.0,18.0,,18.5,,,17,124.0,12.,91.6,127.0,,18.0,18.0,,,,,,,,,,18.0,18.0,,18.0,,,18,121.3,17.,245.3,140,125
15.,13,STOCH Kamil,POL,90.6,123.5,,17.5,18.0,,,,,,,,,,17.5,17.5,,18.0,,,17,118.5,18.,91.3,126.0,,17.5,18.0,,,,,,,,,,18.0,18.0,,18.0,,,18,125.3,15.,243.8,140,125
16.,36,LEYHE Stephan,GER,91.3,127.0,,18.0,18.0,,,,,,,,,,18.0,18.0,,18.0,,,17,122.7,14.,91.9,126.5,,18.0,17.0,,,,,,,,,,18.0,17.5,,18.0,,,18,120.6,18.,243.3,140,125
17.,11,ZYLA Piotr,POL,90.6,127.0,,17.5,18.0,,,,,,,,,,17.5,17.5,,17.5,,,17,121.3,15.,91.2,127.0,,17.0,17.5,,,,,,,,,,17.5,17.0,,17.5,,,18,120.4,19.,241.7,140,125
18.,45,MAEAETTAE Jarkko,FIN,90.7,121.0,,17.0,17.5,,,,,,,,,,17.5,17.5,,17.5,,,17,111.5,27.,90.9,133.5,,18.0,18.0,,,,,,,,,,18.0,18.5,,18.5,,,18,127.5,12.,239.0,140,125
19.,22,TAKEUCHI Taku,JPN,90.8,125.0,,17.5,17.5,,,,,,,,,,17.0,17.5,,18.0,,,17,112.3,26.,90.9,132.0,,18.5,18.0,,,,,,,,,,18.0,18.5,,19.0,,,18,125.6,14.,237.9,140,125
19.,39,FORFANG Johann Andre,NOR,91.1,125.5,,17.0,18.0,,,,,,,,,,17.5,17.5,,17.0,,,17,117.6,19.,91.5,125.0,,17.5,18.0,,,,,,,,,,17.0,17.0,,17.5,,,18,120.3,21.,237.9,140,125
21.,14,BARDAL Anders,NOR,91.5,121.5,,17.0,17.5,,,,,,,,,,17.5,17.5,,17.5,,,17,117.6,19.,92.1,124.0,,17.5,17.5,,,,,,,,,,18.0,17.5,,17.5,,,18,119.8,22.,237.4,140,125
22.,7,VASSILIEV Dimitry,RUS,90.9,125.5,,17.0,17.5,,,,,,,,,,17.5,17.0,,17.0,,,17,119.1,17.,91.6,123.5,,17.0,16.5,,,,,,,,,,16.5,17.0,,16.0,,,18,117.4,24.,236.5,140,125
23.,16,SJOEEN Phillip,NOR,91.4,124.0,,17.0,18.0,,,,,,,,,,17.5,17.5,,17.5,,,17,114.7,25.,91.7,130.5,,17.5,18.0,,,,,,,,,,18.0,17.5,,18.5,,,18,121.5,16.,236.2,140,125
23.,24,NEUMAYER Michael,GER,91.4,127.5,,17.0,17.5,,,,,,,,,,17.0,17.0,,17.5,,,17,115.8,23.,91.9,127.5,,17.5,17.5,,,,,,,,,,18.0,17.0,,17.5,,,18,120.4,19.,236.2,140,125
25.,19,DIETHART Thomas,AUT,91.1,124.0,,17.5,18.0,,,,,,,,,,18.0,18.0,,18.0,,,17,117.0,22.,91.5,122.0,,18.0,17.5,,,,,,,,,,18.0,18.0,,18.0,,,18,116.9,26.,233.9,140,125
26.,10,ITO Daiki,JPN,91.1,124.0,,17.5,18.0,,,,,,,,,,17.5,18.5,,18.0,,,17,117.1,21.,91.5,122.5,,17.5,17.5,,,,,,,,,,17.5,17.5,,17.5,,,18,116.3,27.,233.4,140,125
27.,21,MATURA Jan,CZE,90.8,123.5,,17.5,18.0,,,,,,,,,,18.0,18.0,,18.0,,,17,115.0,24.,91.2,127.5,,18.0,17.5,,,,,,,,,,18.5,18.0,,18.0,,,18,117.2,25.,232.2,140,125
28.,20,DESCHWANDEN Gregor,SUI,90.0,121.0,,16.5,17.0,,,,,,,,,,17.0,17.0,,17.0,,,17,108.2,29.,90.4,118.0,,17.0,17.0,,,,,,,,,,17.0,17.0,,17.0,,,18,109.0,28.,217.2,140,125
29.,28,KOBAYASHI Junshiro,JPN,90.2,122.5,,17.5,17.5,,,,,,,,,,17.0,17.5,,18.0,,,17,108.6,28.,90.5,111.0,,16.5,16.5,,,,,,,,,,16.5,17.0,,16.5,,,18,87.6,29.,196.2,140,125
30.,33,WANK Andreas,GER,91.6,118.5,,17.5,17.5,,,,,,,,,,17.5,17.0,,17.5,,,17,106.2,30.,92.2,107.0,,15.0,15.0,,,,,,,,,,15.5,14.0,,15.0,,,18,85.6,30.,191.8,140,125
1.,3,FREITAG Richard,GER,88.8,133.5,,19.5,19.5,,,,,,19.0,,19.0,,,,,,,19.0,8,140.6,1.,88.5,132.0,,20.0,19.5,,,,,,19.0,,19.5,,,,,,,19.0,7,137.9,1.,278.5,130,120
2.,2,KRAFT Stefan,AUT,89.0,137.0,,17.0,17.0,,,,,,17.0,,17.0,,,,,,,16.5,8,140.6,1.,88.7,127.0,,19.0,19.0,,,,,,19.0,,18.5,,,,,,,19.0,7,132.9,4.,273.5,130,120
3.,7,KASAI Noriaki,JPN,89.4,128.5,,19.0,18.5,,,,,,18.5,,19.0,,,,,,,18.5,9,130.5,3.,88.8,132.0,,18.5,18.5,,,,,,18.5,,18.5,,,,,,,18.5,7,133.2,3.,263.7,130,120
3.,49,AMMANN Simon,SUI,89.6,132.0,,16.5,17.0,,,,,,17.0,,16.0,,,,,,,16.5,8,130.1,4.,89.0,130.5,,18.5,18.5,,,,,,18.5,,18.0,,,,,,,18.5,7,133.6,2.,263.7,130,120
5.,50,SCHLIERENZAUER Gregor,AUT,89.5,127.0,,18.0,18.5,,,,,,18.5,,18.0,,,,,,,18.5,8,129.5,6.,88.9,129.5,,19.0,19.0,,,,,,19.0,,19.0,,,,,,,19.0,7,132.9,4.,262.4,130,120
6.,1,HAYBOECK Michael,AUT,89.7,125.0,,18.5,18.5,,,,,,19.0,,19.0,,,,,,,19.0,8,128.4,7.,89.5,138.0,,16.0,16.0,,,,,,15.5,,14.0,,,,,,,16.0,8,129.1,7.,257.5,130,120
7.,13,STOCH Kamil,POL,89.6,127.0,,19.0,18.5,,,,,,19.0,,19.0,,,,,,,19.5,10,126.6,10.,88.8,130.0,,18.5,18.5,,,,,,18.5,,18.5,,,,,,,19.0,8,126.2,8.,252.8,130,120
8.,15,FREUND Severin,GER,89.8,131.0,,19.0,18.5,,,,,,18.5,,18.5,,,,,,,19.0,10,127.0,9.,88.9,126.5,,19.0,19.0,,,,,,18.5,,18.5,,,,,,,19.0,8,122.4,10.,249.4,130,120
9.,14,JACOBSEN Anders,NOR,89.9,133.5,,19.5,17.5,,,,,,19.0,,18.5,,,,,,,17.5,10,129.9,5.,88.7,124.0,,18.0,18.5,,,,,,18.0,,18.0,,,,,,,18.0,7,118.9,12.,248.8,130,120
10.,4,KOUDELKA Roman,CZE,89.2,124.0,,18.0,18.5,,,,,,19.0,,18.0,,,,,,,18.5,9,124.6,12.,89.1,125.5,,18.5,18.0,,,,,,18.5,,19.0,,,,,,,18.5,8,124.0,9.,248.6,130,120
11.,33,PREVC Peter,SLO,89.2,123.0,,18.0,18.5,,,,,,18.0,,18.0,,,,,,,18.0,10,115.6,18.,87.9,133.0,,19.0,19.0,,,,,,19.0,,18.5,,,,,,,19.0,8,129.6,6.,245.2,130,120
12.,9,FORFANG Johann Andre,NOR,89.8,131.5,,17.0,18.0,,,,,,18.5,,17.5,,,,,,,17.5,10,124.8,11.,89.4,126.0,,18.5,18.0,,,,,,18.5,,18.0,,,,,,,18.5,8,119.3,11.,244.1,130,120
13.,10,ZYLA Piotr,POL,89.7,130.5,,18.5,18.5,,,,,,19.0,,18.5,,,,,,,18.5,10,128.2,8.,88.7,123.5,,17.5,17.0,,,,,,18.0,,17.0,,,,,,,18.0,8,114.5,13.,242.7,130,120
14.,11,KRAUS Marinus,GER,89.4,123.5,,18.0,18.0,,,,,,18.5,,18.0,,,,,,,18.5,10,117.1,15.,89.0,119.0,,18.0,17.5,,,,,,17.5,,17.5,,,,,,,17.5,8,111.8,16.,228.9,130,120
15.,22,LEYHE Stephan,GER,89.5,119.5,,18.0,18.0,,,,,,18.0,,18.0,,,,,,,17.5,9,111.7,24.,89.1,120.5,,18.0,18.0,,,,,,18.0,,17.0,,,,,,,18.0,8,114.5,13.,226.2,130,120
16.,31,VASSILIEV Dimitry,RUS,89.5,126.5,,16.0,15.5,,,,,,16.5,,16.5,,,,,,,16.0,9,118.2,14.,89.2,118.5,,16.0,16.5,,,,,,16.5,,17.5,,,,,,,16.5,8,107.4,19.,225.6,130,120
17.,16,FETTNER Manuel,AUT,89.9,120.0,,17.5,17.5,,,,,,17.5,,17.5,,,,,,,18.0,10,111.2,25.,88.8,121.5,,18.0,18.0,,,,,,18.0,,18.0,,,,,,,18.0,8,112.8,15.,224.0,130,120
18.,30,NEUMAYER Michael,GER,89.4,123.0,,17.5,16.5,,,,,,17.0,,17.0,,,,,,,17.0,9,112.8,21.,89.3,121.0,,18.0,17.5,,,,,,17.0,,17.5,,,,,,,17.5,8,110.5,17.,223.3,130,120
19.,39,PUNGERTAR Matjaz,SLO,89.9,122.5,,18.0,18.0,,,,,,18.0,,17.0,,,,,,,17.5,10,115.0,20.,88.7,123.5,,18.0,17.5,,,,,,18.0,,17.0,,,,,,,18.0,8,107.4,19.,222.4,130,120
20.,19,MAEAETTAE Jarkko,FIN,89.7,125.5,,17.5,18.5,,,,,,18.5,,18.5,,,,,,,18.0,10,115.5,19.,88.3,124.0,,17.5,17.5,,,,,,18.0,,18.0,,,,,,,18.0,8,106.7,21.,222.2,130,120
21.,27,DEZMAN Nejc,SLO,89.7,122.0,,18.0,18.0,,,,,,18.0,,18.0,,,,,,,18.0,9,115.9,17.,89.2,120.0,,18.0,18.0,,,,,,18.0,,18.0,,,,,,,18.0,8,106.0,22.,221.9,130,120
22.,43,KUBACKI Dawid,POL,89.8,125.0,,18.0,18.0,,,,,,18.0,,17.5,,,,,,,18.0,9,116.7,16.,89.5,118.5,,17.5,17.0,,,,,,17.5,,17.0,,,,,,,17.0,8,104.0,24.,220.7,130,120
23.,28,DIETHART Thomas,AUT,89.6,117.0,,17.5,17.5,,,,,,17.5,,17.0,,,,,,,17.0,9,110.4,26.,88.9,121.0,,18.0,18.0,,,,,,18.0,,17.5,,,,,,,18.0,8,108.6,18.,219.0,130,120
24.,8,FANNEMEL Anders,NOR,89.9,126.0,,18.0,18.5,,,,,,18.5,,18.0,,,,,,,18.0,9,120.1,13.,89.4,112.5,,17.0,17.0,,,,,,17.5,,16.5,,,,,,,17.0,8,96.6,26.,216.7,130,120
25.,25,LAMY CHAPPUIS Ronan,FRA,89.6,117.0,,17.5,17.5,,,,,,17.5,,17.5,,,,,,,17.5,9,108.7,27.,89.8,119.0,,18.0,17.5,,,,,,17.5,,18.0,,,,,,,17.5,9,101.6,25.,210.3,130,120
26.,44,MATURA Jan,CZE,89.0,121.5,,18.0,18.0,,,,,,18.0,,17.5,,,,,,,18.0,9,112.4,22.,88.9,111.0,,17.0,17.0,,,,,,17.0,,17.0,,,,,,,16.5,8,95.8,27.,208.2,130,120
27.,46,BOYARINTSEV Vladislav,RUS,89.0,114.0,,17.5,17.5,,,,,,17.5,,16.5,,,,,,,17.0,9,101.5,30.,88.5,114.5,,17.5,17.5,,,,,,17.5,,17.5,,,,,,,17.0,8,104.8,23.,206.3,130,120
28.,42,ZNISZCZOL Aleksander,POL,89.6,124.5,,18.0,18.0,,,,,,18.5,,17.5,,,,,,,17.5,10,111.8,23.,88.6,107.0,,16.5,16.5,,,,,,16.5,,15.5,,,,,,,16.5,8,90.3,29.,202.1,130,120
29.,34,DAMJAN Jernej,SLO,89.2,114.5,,17.0,17.0,,,,,,17.0,,16.5,,,,,,,17.0,10,103.3,28.,88.8,111.0,,17.0,17.0,,,,,,16.0,,16.0,,,,,,,16.0,9,91.4,28.,194.7,130,120
30.,6,ASIKAINEN Lauri,FIN,88.9,112.5,,17.5,17.0,,,,,,17.5,,16.5,,,,,,,16.5,9,101.6,29.,88.8,105.0,,16.5,16.0,,,,,,16.5,,16.0,,,,,,,16.0,9,82.7,30.,184.3,130,120
1.,1,HAYBOECK Michael,AUT,93.3,137.5,,19.5,19.0,,,,,,19.5,,19.5,,,,,,,20.0,14,146.8,1.,93.2,136.5,,19.5,19.5,,,,,,19.5,,19.0,,,,,,,19.0,14,141.6,1.,288.4,140,125
2.,4,KASAI Noriaki,JPN,92.8,132.5,,19.0,18.5,,,,,,18.5,,19.5,,,,,,,19.0,14,135.7,3.,92.8,137.0,,18.5,19.0,,,,,,18.5,,18.0,,,,,,,18.0,14,141.4,2.,277.1,140,125
3.,2,KRAFT Stefan,AUT,92.5,133.5,,19.5,19.0,,,,,,18.5,,19.0,,,,,,,19.5,14,137.3,2.,92.4,132.0,,19.0,19.5,,,,,,19.0,,19.0,,,,,,,19.0,14,134.0,6.,271.3,140,125
